name;kpi_1;kpi_2;kpi_3;kpi_4;kpi_5;kpi_6;kpi_7;kpi_8;kpi_9;kpi_10;kpi_11;kpi_12;kpi_13;kpi_14;kpi_15;kpi_16;kpi_17;label;DPA_obj;DPA_time;LV_obj;LV_time;DS_obj;DS_time;G_obj;G_time;solver_obj;solver_time
J072-T12-G024-U1-SC1-D4-0095;0,752308;0,759370;0,745133;0,003671;0,752904;0,754088;0,751420;0,000807;0,333820;0,333713;0,332466;-0,298936;0,389894;0,384477;0,249205;0,729898;3,988377;2;224603,751931;69,870136;225673,204516;0,282957;223420,029318;2,321511;226028,388945;0,904577;220017,716090;0,758486
J072-T12-G024-U1-SC1-D4-0096;0,823268;0,833151;0,814221;0,005945;0,823384;0,825102;0,821077;0,001012;0,334018;0,332235;0,333747;-0,055536;0,425851;0,403257;0,270269;0,789246;3,007446;2;220436,301179;62,115475;219292,513780;0,317810;218156,898516;2,255522;220703,050680;0,892201;213124,050705;1,038815
J072-T12-G024-U1-SC1-D4-0097;0,721197;0,728637;0,716228;0,003691;0,720943;0,722428;0,719480;0,000829;0,332539;0,334274;0,333186;0,157065;0,497583;0,387419;0,272201;1,403278;2,990045;2;212334,442433;68,751053;212084,664507;0,333561;210405,910764;2,364290;212273,324603;0,918679;207508,570556;0,797123
J072-T12-G024-U1-SC1-D4-0098;0,843917;0,852492;0,833066;0,005159;0,845046;0,847193;0,841550;0,001545;0,334145;0,333274;0,332581;-0,509251;0,341022;0,305372;0,244987;0,669807;2,769257;2;230858,275092;62,940256;229780,657139;0,287865;228150,095556;2,226562;229644,656522;0,890339;223280,306524;0,709358
J072-T12-G024-U1-SC1-D4-0099;0,686769;0,695350;0,679149;0,004749;0,685467;0,687401;0,683275;0,001294;0,331980;0,333658;0,334362;0,531119;0,415212;0,297814;0,287244;1,055484;2,648334;2;236379,894153;70,369278;235585,883347;0,366097;233544,226276;2,387640;235443,961164;0,943559;231867,953701;0,788383
J072-T12-G024-U1-SC1-D4-0100;0,701353;0,711497;0,692808;0,005971;0,701357;0,704492;0,694376;0,002937;0,333648;0,334614;0,331738;-0,462407;0,414582;0,412506;0,286705;0,598893;2,724552;2;202312,477852;69,513578;201957,449780;0,343682;200959,241449;2,273443;201739,715249;0,935724;197769,615190;0,978754
J072-T12-G024-U1-SC1-D4-0101;0,652948;0,658339;0,645611;0,004432;0,651883;0,654252;0,645641;0,002626;0,333068;0,333828;0,333104;0,057036;0,489275;0,467101;0,254591;0,713893;3,143338;2;199510,189275;72,722706;199424,525803;0,294721;197396,600183;2,379418;197795,177832;0,986418;196437,036410;0,912054
J072-T12-G024-U1-SC1-D4-0102;0,801773;0,807719;0,795280;0,003626;0,801464;0,802364;0,800036;0,000698;0,332661;0,333849;0,333491;0,085395;0,481587;0,304094;0,249329;0,999558;2,612859;2;227961,723072;63,198846;226651,785199;0,312639;224989,868539;2,205374;226286,955253;0,888083;219992,713837;0,956892
J072-T12-G024-U1-SC1-D4-0103;0,784011;0,795430;0,779275;0,004562;0,783306;0,784459;0,782264;0,000731;0,333260;0,332108;0,334631;0,251836;0,403379;0,272179;0,238231;0,480356;2,730455;2;249527,919652;67,200109;248537,720030;0,333874;247516,819579;2,298180;249237,856244;0,910893;241718,673535;0,682444
J072-T12-G024-U1-SC1-D4-0104;0,626625;0,632704;0,619391;0,003383;0,625350;0,626625;0,621935;0,001434;0,331864;0,334617;0,333518;0,365014;0,448645;0,313025;0,315571;0,949523;2,788160;2;254277,889831;71,487630;252315,594460;0,325826;251178,164046;2,354274;251830,658668;0,973879;249925,546804;0,463917
J072-T12-G024-U1-SC1-D4-0105;0,690349;0,696836;0,680346;0,004393;0,690972;0,694931;0,689703;0,001394;0,333021;0,334483;0,332495;-0,130210;0,385915;0,398740;0,315224;0,684584;3,112630;2;215710,138838;72,267141;215407,867127;0,358515;213648,042336;2,344840;215349,826963;0,962970;212692,126583;0,935888
J072-T12-G024-U1-SC1-D4-0106;0,808336;0,815289;0,799620;0,004458;0,806197;0,808361;0,802072;0,001987;0,331325;0,334931;0,333744;0,642953;0,434351;0,461095;0,268359;0,707848;3,141241;2;229236,363830;64,764868;229430,842289;0,299968;226681,756242;2,244373;228185,483652;0,902211;221758,592152;0,877153
J072-T12-G024-U1-SC1-D4-0107;0,759271;0,771323;0,751399;0,005269;0,760043;0,765650;0,758727;0,001985;0,333309;0,334263;0,332428;-0,085293;0,411925;0,358982;0,219879;1,404342;2,820664;0;229497,611951;67,989677;230879,498137;0,318618;230021,383230;2,211296;229792,224636;0,906131;224845,615071;0,567833
J072-T12-G024-U1-SC1-D4-0108;0,727084;0,731426;0,724092;0,002265;0,727785;0,729910;0,727084;0,000800;0,333843;0,332940;0,333217;-0,204851;0,464958;0,345716;0,222546;0,673420;2,921603;2;260527,726881;70,407602;259997,709922;0,288712;258213,002523;2,385920;259377,218854;0,947600;254879,467899;0,563843
J072-T12-G024-U1-SC1-D4-0109;0,704097;0,708945;0,697954;0,003903;0,706488;0,708289;0,704097;0,001520;0,335318;0,332676;0,332006;-0,895703;0,363251;0,499782;0,320141;0,931223;3,086902;2;160195,770124;70,672524;160889,004901;0,405832;159177,891849;2,245030;161400,515118;0,913816;157733,069756;0,908131
J072-T12-G024-U1-SC1-D4-0110;0,660969;0,667368;0,649255;0,004761;0,661374;0,664133;0,659996;0,001216;0,333861;0,332363;0,333777;0,000179;0,381215;0,330450;0,300050;0,529755;2,918338;2;219257,567759;71,304343;218563,555348;0,301980;216874,518545;2,319561;218654,867513;0,954664;215153,196998;0,563759
J072-T12-G024-U1-SC1-D4-0111;0,634799;0,643163;0,627083;0,004525;0,634481;0,635632;0,632344;0,000940;0,333145;0,333462;0,333393;-0,006140;0,413392;0,346305;0,252284;0,615353;2,866084;2;178823,040374;72,467737;178930,273256;0,324801;177572,765522;2,459674;177928,856202;0,994152;175701,584069;0,540787
J072-T12-G024-U1-SC1-D4-0112;0,577758;0,590038;0,568450;0,005084;0,579152;0,582350;0,577442;0,001506;0,335237;0,331585;0,333179;-0,574760;0,487734;0,393392;0,228012;6,259205;2,946715;1;217623,482819;74,439508;216127,768681;0,295815;219531,773522;2,567030;217203,838243;1,000277;214202,775537;0,541763
J072-T12-G024-U1-SC1-D4-0113;0,633472;0,643729;0,622847;0,005664;0,632214;0,635258;0,626788;0,001914;0,332789;0,332167;0,335044;0,507144;0,461609;0,485629;0,297057;0,887124;3,585476;2;192029,657574;73,326641;193035,969534;0,343685;190668,576631;2,350514;192674,474588;1,054966;188158,812518;0,971157
J072-T12-G024-U1-SC1-D4-0114;0,779746;0,787407;0,771294;0,004457;0,780630;0,783176;0,776772;0,001531;0,334433;0,333092;0,332475;-0,423584;0,453742;0,394918;0,218334;0,609036;3,175364;2;232881,555284;67,863817;233365,304727;0,328630;230322,720010;2,284254;232130,337948;0,917989;227630,842825;0,672462
J072-T12-G024-U1-SC1-D4-0115;0,720788;0,729137;0,709890;0,005305;0,721199;0,723193;0,716643;0,001786;0,333774;0,335117;0,331109;-0,469591;0,454490;0,386474;0,227243;1,794762;3,213326;2;228668,136216;70,099915;228435,973633;0,309325;226383,032382;2,279474;229107,366803;0,904234;222849,411102;1,028891
J072-T12-G024-U1-SC1-D4-0116;0,736574;0,746654;0,726084;0,005539;0,737109;0,740368;0,735350;0,001578;0,333855;0,332549;0,333596;0,024894;0,415768;0,475861;0,268660;0,616529;3,281129;2;198993,120877;69,279575;200323,667792;0,318643;197425,583284;2,228551;200311,073669;0,893422;193325,569569;0,832275
J072-T12-G024-U1-SC1-D4-0117;0,715110;0,719958;0,704442;0,004222;0,714684;0,716248;0,712669;0,000915;0,332195;0,333652;0,334152;0,291357;0,428952;0,447251;0,208578;1,923421;3,175304;2;229728,139614;70,660729;229706,068599;0,363388;228327,022931;2,278605;230946,137687;0,905585;225253,235618;0,672443
J072-T12-G024-U1-SC1-D4-0118;0,784044;0,791093;0,777623;0,003974;0,785206;0,791093;0,783903;0,001959;0,333887;0,332661;0,333452;-0,221891;0,403584;0,441512;0,248092;0,849597;3,216314;2;234575,836048;67,371386;234266,836546;0,329397;233190,080089;2,392596;235022,757026;0,916033;228705,618638;0,645670
J072-T12-G024-U1-SC1-D4-0119;0,767434;0,773842;0,758058;0,005315;0,769062;0,770614;0,767434;0,000989;0,334022;0,334335;0,331643;-0,840467;0,330882;0,291411;0,309481;1,075508;3,046556;2;229856,328904;67,498796;230175,175714;0,326228;228987,206636;2,257212;230912,682034;0,918562;223605,278654;0,622559
J072-T12-G024-U1-SC1-D4-0120;0,734032;0,743722;0,724041;0,006962;0,732275;0,735157;0,726148;0,002970;0,332080;0,335137;0,332783;0,215297;0,430689;0,450937;0,213874;1,122149;3,251238;2;212621,790883;67,776471;213974,546464;0,311981;211165,552384;2,433969;213738,566716;0,898402;206059,640529;1,235495
J072-T12-G024-U1-SC1-D4-0121;0,738751;0,745149;0,731400;0,004538;0,738049;0,743509;0,736085;0,001809;0,332130;0,333566;0,334304;0,463859;0,490724;0,387792;0,234699;0,810933;2,907228;2;214010,289188;69,539051;214104,240199;0,357250;212881,185330;2,269505;213974,021150;0,932718;210486,299220;0,832098
J072-T12-G024-U1-SC1-D4-0122;0,745381;0,753307;0,740718;0,004290;0,745244;0,747130;0,741116;0,001431;0,333574;0,333456;0,332970;-0,063398;0,379805;0,333451;0,222985;0,627442;2,500507;2;231065,168071;70,857737;231358,575683;0,261775;229177,026015;2,241787;230750,997592;0,906242;224807,931965;0,470907
J072-T12-G024-U1-SC1-D4-0123;0,685329;0,689929;0,679891;0,003009;0,684892;0,686106;0,683448;0,000723;0,332615;0,333979;0,333405;0,091449;0,574756;0,370973;0,244262;1,432142;2,733861;2;236444,781757;71,885398;235188,444437;0,298612;232862,607413;2,300141;233832,997104;0,938101;231085,786432;0,449022
J072-T12-G024-U1-SC1-D4-0124;0,736827;0,741737;0,728969;0,004121;0,736898;0,738161;0,735156;0,000848;0,333072;0,334488;0,332440;-0,183790;0,545825;0,454561;0,202426;0,751120;3,166477;2;194099,864208;69,237548;193194,964970;0,352094;191299,214991;2,256597;192841,201518;0,929235;189295,141400;0,804268
J072-T12-G024-U1-SC1-D4-0125;0,734554;0,738139;0,727559;0,003217;0,734831;0,735832;0,733996;0,000529;0,333913;0,332977;0,333109;-0,052627;0,475775;0,355934;0,239663;0,553193;2,843756;2;238116,467698;70,749884;237313,054208;0,355306;235701,913955;2,286584;237240,015283;0,919408;233760,956095;0,770599
J072-T12-G024-U1-SC1-D4-0126;0,670949;0,679884;0,662422;0,004996;0,669966;0,671608;0,663983;0,001896;0,332724;0,332977;0,334299;0,241693;0,585494;0,471079;0,282781;1,259850;4,017256;2;189436,246515;74,827013;189838,221373;0,341930;188229,298176;2,445043;189355,598578;0,997942;187672,500841;0,641514
J072-T12-G024-U1-SC1-D4-0127;0,743220;0,750427;0,734718;0,004410;0,742995;0,746665;0,741339;0,001341;0,333236;0,331743;0,335021;0,333976;0,469456;0,407512;0,328603;0,814969;3,111974;2;213952,930451;68,259285;214365,082162;0,352028;211717,111614;2,417199;214851,057188;0,889994;207100,690557;0,991417
J072-T12-G024-U1-SC1-D4-0128;0,668010;0,676898;0,659883;0,005991;0,668196;0,671808;0,665431;0,001572;0,333741;0,331373;0,334887;0,000260;0,396100;0,253672;0,253211;0,942180;2,666138;2;245096,512459;70,566984;243590,640929;0,368723;242915,597706;2,350755;243886,188617;0,948659;241743,639303;0,848335
J072-T12-G024-U1-SC1-D4-0129;0,827248;0,835353;0,818031;0,004183;0,827472;0,828635;0,825277;0,000834;0,333528;0,333843;0,332629;-0,119990;0,356697;0,421128;0,268385;0,538254;3,075700;2;220240,577078;64,311439;219763,363426;0,326456;218314,520849;2,349573;220868,713066;0,868606;213411,437700;0,627510
J072-T12-G024-U1-SC1-D4-0130;0,778310;0,789536;0,770331;0,004887;0,779190;0,782446;0,777850;0,001253;0,335105;0,331779;0,333116;-0,224104;0,429908;0,427220;0,265622;0,869304;3,180561;2;192463,596465;66,800467;192039,259072;0,317989;189845,363431;2,239659;191849,909692;0,894223;185845,795458;1,066902
J072-T12-G024-U1-SC1-D4-0131;0,833517;0,838271;0,826773;0,003432;0,834846;0,837558;0,833517;0,001012;0,333697;0,334292;0,332010;-0,486323;0,339962;0,409100;0,249065;0,559419;2,779754;2;230893,820749;64,073318;230527,107400;0,312531;228445,473659;2,157732;230820,545456;0,846787;223725,475479;0,928867
J072-T12-G024-U1-SC1-D4-0132;0,730802;0,737917;0,723214;0,005207;0,730632;0,733640;0,728630;0,001234;0,332534;0,334676;0,332790;0,050902;0,396632;0,231955;0,225092;0,980420;2,581768;2;229388,777265;68,975748;231141,186285;0,355824;227123,374389;2,267280;227670,666619;0,907551;225274,027690;0,689457
J072-T12-G024-U1-SC1-D4-0133;0,749137;0,757765;0,738889;0,005827;0,750757;0,755345;0,748489;0,002207;0,334620;0,331470;0,333910;-0,337017;0,405716;0,370292;0,264433;1,171950;2,909452;2;241801,820590;69,827250;241060,201425;0,337035;239402,508073;2,447400;241725,991028;0,921126;236665,532041;0,592030
J072-T12-G024-U1-SC1-D4-0134;0,697701;0,702568;0,692170;0,003610;0,697085;0,698071;0,695536;0,000827;0,332666;0,334036;0,333298;0,215969;0,386930;0,379219;0,286748;0,711738;2,713557;2;225228,837297;69,460582;225715,965812;0,363644;223699,396612;2,296134;224696,476996;0,931977;221610,811841;0,692608
J072-T12-G024-U1-SC1-D4-0135;0,648361;0,657380;0,637847;0,005765;0,650007;0,655632;0,648270;0,002124;0,333286;0,334357;0,332357;-0,449617;0,417366;0,469370;0,255339;1,439970;3,216003;2;201208,309168;70,938076;201758,133083;0,337015;199928,157633;2,324670;202173,447379;0,939205;198039,350255;0,800327
J072-T12-G024-U1-SC1-D4-0136;0,745048;0,751797;0,739787;0,004004;0,746355;0,750255;0,745021;0,001501;0,334764;0,332293;0,332943;-0,412022;0,386854;0,318309;0,286976;0,389687;2,847296;2;233492,515054;67,460730;233265,376300;0,298396;231939,276055;2,372859;233382,729769;0,962518;228259,236030;0,838266
J072-T12-G024-U1-SC1-D4-0137;0,723405;0,729684;0,717893;0,003831;0,723275;0,724501;0,719015;0,001400;0,333744;0,332538;0,333718;0,004788;0,353944;0,386036;0,235217;0,428083;3,090768;2;250194,401542;72,143606;249613,352701;0,343592;247918,950990;2,396062;250485,973892;0,942144;243931,060889;1,027830
J072-T12-G024-U1-SC1-D4-0138;0,798213;0,805759;0,791298;0,003963;0,797155;0,798408;0,794853;0,001046;0,333073;0,332442;0,334485;0,437906;0,416306;0,359553;0,247539;0,951549;2,842413;2;238182,120313;65,763116;238885,772964;0,390470;235616,658794;2,285278;237835,505134;0,912543;231460,558109;0,910084
J072-T12-G024-U1-SC1-D4-0139;0,813574;0,817910;0,806563;0,003043;0,813961;0,814872;0,812033;0,000794;0,333865;0,333661;0,332474;-0,221558;0,386868;0,306403;0,260023;1,034113;3,083292;2;269987,296961;63,513204;268933,040806;0,340254;267078,458949;2,280644;268835,564297;0,907177;262408,400483;0,630501
J072-T12-G024-U1-SC1-D4-0140;0,815077;0,821257;0,808927;0,003610;0,815601;0,816590;0,814595;0,000586;0,333520;0,334074;0,332406;-0,246828;0,343384;0,290195;0,203712;0,585780;2,564930;2;233433,669083;64,074472;233179,130908;0,274423;230135,831983;2,249604;232336,631785;0,893558;226217,278247;0,496876
J072-T12-G024-U1-SC1-D4-0141;0,674207;0,682503;0,665652;0,005109;0,673054;0,674970;0,667299;0,002428;0,333191;0,334230;0,332579;0,098491;0,583502;0,384952;0,234144;1,249695;3,166245;2;205545,804362;71,196254;205792,693700;0,330323;203362,596855;2,327382;203679,585976;0,954259;201170,796815;0,894079
J072-T12-G024-U1-SC1-D4-0142;0,755816;0,763389;0,748687;0,004204;0,757530;0,760686;0,755816;0,001766;0,334695;0,332106;0,333199;-0,481156;0,438896;0,351400;0,237488;3,384802;3,210763;2;200348,997435;67,942567;200051,596345;0,299131;199769,906126;2,348479;201524,514483;0,885560;194443,877424;0,569794
J072-T12-G024-U1-SC1-D4-0143;0,792500;0,797414;0,787394;0,003459;0,793890;0,796029;0,792500;0,001032;0,333707;0,333739;0,332554;-0,506476;0,390553;0,351129;0,293471;1,678229;2,966512;2;225154,739794;70,917848;225350,687125;0,318203;224138,996106;2,185883;225946,465524;0,885399;220451,687728;0,555769
J072-T12-G024-U1-SC1-D4-0144;0,776525;0,781490;0,770149;0,003196;0,776763;0,777338;0,776003;0,000424;0,333109;0,334108;0,332783;-0,102131;0,557053;0,403578;0,280422;-9,583036;2,776844;1;231388,431688;65,236612;230791,443484;0,325781;252945,820013;2,332961;231701,903306;0,909913;223009,747892;0,618584
J072-T12-G024-U1-SC1-D4-0145;0,726201;0,733537;0,716192;0,004747;0,728387;0,730804;0,726201;0,001257;0,335130;0,332938;0,331932;-0,875616;0,447099;0,355451;0,277504;0,626600;3,005247;2;222514,581744;69,832796;222240,611747;0,344937;220599,264533;2,521714;223137,770227;0,949661;217321,164971;0,662653
J072-T12-G024-U1-SC1-D4-0146;0,744239;0,751023;0,738518;0,003508;0,744112;0,745442;0,739465;0,001631;0,333061;0,334658;0,332280;-0,241600;0,362071;0,351959;0,255630;0,660818;2,688907;2;216807,552161;68,165138;216126,362697;0,315809;215066,663536;2,227652;217092,937551;0,904406;209696,778551;1,127380
J072-T12-G024-U1-SC1-D4-0147;0,744160;0,748449;0,739363;0,002699;0,743617;0,744626;0,739363;0,001347;0,333148;0,333937;0,332915;0,056625;0,455588;0,446750;0,231856;0,997282;3,632504;2;181864,900541;70,334245;180745,520446;0,314361;180040,520914;2,467604;181391,599967;0,938795;176020,794161;1,668390
J072-T12-G024-U1-SC1-D4-0148;0,770544;0,777115;0,753675;0,006378;0,769784;0,777115;0,765395;0,002648;0,331912;0,333820;0,334268;0,403550;0,342055;0,452463;0,287970;0,489167;2,998953;2;236038,139940;65,608169;234884,549453;0,324029;233284,036963;2,209665;235481,314364;0,897435;227607,507095;0,984035
J072-T12-G024-U1-SC1-D4-0149;0,841788;0,852773;0,826326;0,006963;0,845193;0,851063;0,841616;0,002741;0,335047;0,333874;0,331079;-1,126911;0,397366;0,374286;0,275616;1,065700;3,120052;2;218103,105178;62,833174;217412,597234;0,293575;216219,558473;2,190764;218582,255360;0,866761;209818,302918;1,264273
J072-T12-G024-U1-SC1-D4-0150;0,832468;0,844086;0,823981;0,005453;0,831681;0,834006;0,830165;0,000943;0,333019;0,332422;0,334559;0,492088;0,397531;0,433058;0,218887;0,754776;3,074819;2;207018,060761;62,432789;206735,309381;0,313896;205561,501838;2,112403;207367,783096;0,970723;200377,086553;1,238207
J072-T12-G024-U1-SC1-D4-0151;0,663333;0,671978;0,654755;0,004547;0,663618;0,665110;0,662482;0,000792;0,333373;0,333089;0,333538;-0,044938;0,524251;0,555839;0,221965;0,665026;3,650718;2;181097,387360;73,315342;181210,938109;0,315617;179357,809627;2,307270;181340,620892;0,950865;177965,486312;1,273201
J072-T12-G024-U1-SC1-D4-0152;0,761782;0,772249;0,753703;0,005325;0,761093;0,763407;0,755233;0,002459;0,332803;0,334639;0,332558;-0,165815;0,375480;0,435171;0,284162;0,892136;3,131992;2;200934,575969;68,317992;200760,280069;0,346518;199293,969357;2,212870;201293,385838;0,916286;196491,126954;1,070627
J072-T12-G024-U1-SC1-D4-0153;0,700776;0,707941;0,693328;0,003637;0,701626;0,703457;0,700401;0,000998;0,334267;0,333318;0,332415;-0,287047;0,473694;0,387881;0,269776;0,607019;3,104009;2;217484,076668;69,047071;216281,272046;0,340619;214608,987336;2,477533;216080,421888;0,932236;212609,795674;0,786350
J072-T12-G024-U1-SC1-D4-0154;0,816253;0,820631;0,812659;0,002392;0,815978;0,816696;0,814988;0,000472;0,333237;0,333683;0,333079;0,080739;0,371092;0,436764;0,241230;1,788973;2,955172;2;228365,641947;64,894995;226820,843600;0,348664;225014,973450;2,208980;228060,003575;0,875963;218909,490674;1,021805
J072-T12-G024-U1-SC1-D4-0155;0,654914;0,664197;0,648881;0,004527;0,653271;0,654914;0,649995;0,001687;0,332051;0,333892;0,334058;0,495510;0,382927;0,442342;0,250301;0,680921;3,562158;2;205461,679295;72,289935;204844,261242;0,318250;203522,237938;2,327585;206052,965656;0,933431;200137,268332;1,001694
J072-T12-G024-U1-SC1-D4-0156;0,734004;0,746609;0,725341;0,005414;0,733612;0,735481;0,729740;0,001474;0,333392;0,333535;0,333073;0,073857;0,401605;0,398632;0,271445;1,641327;2,927518;2;248580,520422;67,471639;253790,849392;0,352871;247052,818176;2,239543;250138,412822;0,912382;244286,715764;0,751205
J072-T12-G024-U1-SC1-D4-0157;0,718968;0,725584;0,713281;0,004143;0,719977;0,723324;0,718535;0,001176;0,333132;0,334208;0,332660;-0,372136;0,500439;0,331897;0,232527;1,057622;2,886831;2;264947,579821;71,596873;264569,682877;0,353639;262862,378971;2,322229;263895,745582;0,937159;260534,319400;0,783413
J072-T12-G024-U1-SC1-D4-0158;0,773095;0,780942;0,760735;0,004883;0,772177;0,773568;0,769907;0,000949;0,331959;0,334191;0,333851;0,471735;0,487853;0,376869;0,241610;0,694732;2,801456;2;222555,975743;66,572144;221872,006747;0,278698;220097,431075;2,280744;221637,508365;1,070102;216674,149123;0,507864
J072-T12-G024-U1-SC1-D4-0159;0,648516;0,661825;0,639759;0,006929;0,651608;0,661825;0,648321;0,003653;0,335196;0,333067;0,331736;-0,802913;0,482557;0,401244;0,325835;0,897481;2,950330;2;186850,898430;71,530663;185479,611085;0,353783;183734,321919;2,350189;185170,554308;0,960134;183168,679253;0,740353
J072-T12-G024-U1-SC1-D4-0160;0,729895;0,743131;0,721997;0,005879;0,729150;0,731081;0,726791;0,001367;0,331941;0,334085;0,333973;0,233426;0,351628;0,334672;0,306309;0,414977;2,819204;2;238009,051377;69,007866;238975,784094;0,358543;237133,537922;2,274473;238109,472066;0,905452;233758,119646;0,835194
J072-T12-G024-U1-SC1-D4-0161;0,751492;0,759726;0,743058;0,005374;0,751459;0,753770;0,748367;0,001254;0,333090;0,334412;0,332498;-0,043252;0,517421;0,399655;0,293049;3,617992;3,028929;1;219972,479886;67,873948;218773,170134;0,347147;222569,002020;2,232177;220511,294097;0,897526;214098,514493;0,739254
J072-T12-G024-U1-SC1-D4-0162;0,873069;0,880932;0,864752;0,004488;0,872755;0,874328;0,871460;0,000802;0,333814;0,332637;0,333549;0,202411;0,342787;0,429870;0,257805;1,201555;3,431826;2;225343,310214;58,809848;226135,872039;0,356579;223735,587552;2,218207;227415,385061;0,827036;216585,833420;1,114336
J072-T12-G024-U1-SC1-D4-0163;0,808115;0,819250;0,800519;0,005623;0,807727;0,809800;0,806236;0,000929;0,334029;0,331088;0,334883;0,267243;0,342614;0,388368;0,292397;1,078256;2,879999;2;238567,968773;65,009179;238502,551421;0,375448;236832,700120;2,372527;238345,139312;0,911154;231942,615283;0,760397
J072-T12-G024-U1-SC1-D4-0164;0,755353;0,764028;0,748403;0,004485;0,754932;0,756449;0,752469;0,001218;0,332061;0,335162;0,332777;0,011065;0,518144;0,343980;0,250823;0,945058;2,961806;2;214871,483059;69,480189;214930,738427;0,323551;212601,884845;2,246678;214355,735593;0,912480;208517,226225;0,869402
J072-T12-G024-U1-SC1-D4-0165;0,701591;0,706485;0,692895;0,003970;0,702454;0,703800;0,701322;0,000889;0,334213;0,332374;0,333413;-0,256687;0,473023;0,381115;0,301503;1,177307;2,947272;2;219046,477810;71,553516;219622,481259;0,406719;217289,171964;2,246416;218259,571836;0,938930;215488,971629;0,721418
J072-T12-G024-U1-SC1-D4-0166;0,743356;0,749155;0,736224;0,003645;0,744432;0,746893;0,743018;0,001531;0,334915;0,331449;0,333636;-0,253052;0,481118;0,373889;0,264209;1,100390;3,090862;2;255901,732589;70,750755;255598,724374;0,321977;253969,585364;2,313196;255245,891036;0,916422;251148,641573;0,871124
J072-T12-G024-U1-SC1-D4-0167;0,882515;0,889560;0,875655;0,004483;0,884424;0,889560;0,882119;0,002394;0,334157;0,332465;0,333377;-0,430345;0,336405;0,330210;0,222975;0,423994;2,795035;2;219347,394921;58,544278;218269,028577;0,359285;217447,905058;2,132200;219078,819359;0,843549;209185,226716;1,139669
J072-T12-G024-U1-SC1-D4-0168;0,776399;0,781007;0,770183;0,003559;0,777412;0,779624;0,776086;0,001274;0,334371;0,332755;0,332874;-0,243669;0,494050;0,489705;0,257763;0,598122;3,546631;2;223012,406737;68,270344;222552,098894;0,314249;221638,138631;2,241568;223552,729247;0,914256;216702,376016;0,994801
J072-T12-G024-U1-SC1-D4-0169;0,730151;0,738740;0,724165;0,004084;0,729089;0,730369;0,727925;0,000836;0,333072;0,331792;0,335135;0,593889;0,490596;0,435943;0,217128;0,748058;3,154308;2;196840,570157;68,972147;197782,454298;0,307136;194963,395992;2,205608;196442,807332;0,903713;190732,893213;1,354040
J072-T12-G024-U1-SC1-D4-0170;0,615998;0,623065;0,609527;0,004526;0,613823;0,615998;0,609527;0,002231;0,332264;0,333227;0,334510;0,630017;0,470088;0,366743;0,289117;0,705838;2,914021;2;206257,649965;72,084649;205783,097785;0,357517;204265,278770;2,302530;204565,066801;0,940100;203724,884098;0,629553
J072-T12-G024-U1-SC1-D4-0171;0,786665;0,797803;0,776544;0,007080;0,787178;0,791326;0,784854;0,001503;0,332566;0,334523;0,332911;-0,163702;0,341857;0,410657;0,294805;0,713169;3,063098;2;220955,336643;69,812896;222231,197486;0,316867;219850,856115;2,305202;222140,180327;1,029253;215133,615747;1,037397
J072-T12-G024-U1-SC1-D4-0172;0,800924;0,806600;0,790606;0,004861;0,799926;0,802313;0,790606;0,003136;0,333528;0,333558;0,332915;0,017643;0,464150;0,409236;0,313930;0,479710;3,094201;2;247269,446547;66,894782;247465,275345;0,344022;245533,809034;2,325390;247683,359692;0,919626;242516,810841;0,641762
J072-T12-G024-U1-SC1-D4-0173;0,727052;0,730838;0,722050;0,002934;0,727902;0,730385;0,726444;0,001367;0,334353;0,331952;0,333694;-0,119559;0,480251;0,444768;0,284409;0,898627;3,314625;2;216038,533071;69,587143;214976,533624;0,331859;213525,967941;2,395158;216161,572566;0,902740;209216,532418;1,029745
J072-T12-G024-U1-SC1-D4-0174;0,662718;0,668256;0,653496;0,003648;0,663101;0,664652;0,659759;0,001255;0,334306;0,332535;0,333158;-0,253411;0,500844;0,417416;0,296081;0,737249;3,111507;2;226975,352694;70,803705;225663,239731;0,284299;224171,629959;2,439903;227030,014703;0,991291;222138,731411;0,647463
J072-T12-G024-U1-SC1-D4-0175;0,659343;0,664926;0,651950;0,003693;0,657879;0,659343;0,655130;0,001403;0,331494;0,335086;0,333420;0,453111;0,489218;0,523038;0,299997;1,577911;3,817938;2;174977,172587;74,661155;175639,116740;0,357232;173988,086870;2,372803;174329,614974;0,967147;172147,585799;0,846071
J072-T12-G024-U1-SC1-D4-0176;0,736639;0,740853;0,730732;0,003079;0,737656;0,740400;0,736107;0,001258;0,333994;0,332890;0,333116;-0,217842;0,361947;0,299058;0,232578;0,481083;2,759263;2;244946,951470;69,944903;244717,348744;0,305529;243500,697011;2,255396;245158,937164;0,914419;239487,574708;0,710829
J072-T12-G024-U1-SC1-D4-0177;0,722360;0,735155;0,715156;0,006390;0,719742;0,722360;0,718087;0,001286;0,331647;0,331901;0,336453;1,287228;0,438767;0,417310;0,214121;0,681013;3,297801;2;220276,595449;69,930885;219716,045379;0,311656;218461,559972;2,294329;219764,028170;0,913589;215842,617741;1,136417
J072-T12-G024-U1-SC1-D4-0178;0,699010;0,708838;0,692175;0,004760;0,699557;0,708838;0,697472;0,002890;0,333105;0,332095;0,334801;0,183382;0,464727;0,429346;0,234902;0,782466;3,315306;2;205957,921458;70,909593;206924,270689;0,330560;204478,884949;2,306832;206109,147392;0,940777;200339,699402;1,013788
