name;kpi_1;kpi_2;kpi_3;kpi_4;kpi_5;kpi_6;kpi_7;kpi_8;kpi_9;kpi_10;kpi_11;kpi_12;kpi_13;kpi_14;kpi_15;kpi_16;kpi_17;label;DPA_obj;DPA_time;LV_obj;LV_time;DS_obj;DS_time;G_obj;G_time;solver_obj;solver_time
J108-T18-G036-U1-SC2-D3-0004;0,364268;0,834618;0,034430;0,259682;0,584622;0,834618;0,364268;0,147222;0,624594;0,297193;0,078213;-74,162147;0,439075;0,381651;0,216367;0,993473;1,404985;0;131454,049570;272,614966;143405,830966;0,319377;131589,806152;6,146404;132061,144182;1,518389;131027,818339;2,734802
J108-T18-G036-U1-SC2-D3-0005;0,344131;0,753915;0,048139;0,228022;0,537274;0,753915;0,344131;0,128334;0,603429;0,301531;0,095040;-65,200703;0,466060;0,344426;0,235208;0,731856;1,273330;0;133373,912954;286,809387;144694,768988;0,287416;133578,931445;5,952334;134060,803323;1,507775;133018,631152;2,667824
J108-T18-G036-U1-SC2-D3-0006;0,367344;0,857034;0,031040;0,267785;0,594925;0,857034;0,367344;0,152657;0,631861;0,295152;0,072988;-76,427015;0,414291;0,402501;0,264089;0,605587;1,319217;0;108607,211591;239,580110;117178,161070;0,279081;108652,961095;6,125125;108958,079416;1,505196;108127,179457;2,181177
J108-T18-G036-U1-SC2-D3-0007;0,354077;0,807560;0,036579;0,250459;0,566564;0,807560;0,354077;0,141901;0,622208;0,297730;0,080062;-71,531518;0,503374;0,418262;0,235092;1,317090;1,366724;0;116573,931459;257,855992;127132,101027;0,300325;116580,143966;6,202381;116843,488698;1,547805;116192,267746;2,294399
J108-T18-G036-U1-SC2-D3-0008;0,389895;0,839870;0,060020;0,250170;0,601703;0,839870;0,389895;0,140218;0,593953;0,304394;0,101653;-71,648720;0,427537;0,451413;0,278416;0,912293;1,505629;0;130012,899903;313,232083;142256,078954;0,308853;130072,405581;6,287029;130350,628646;1,675690;129894,678325;3,033033
J108-T18-G036-U1-SC2-D3-0009;0,341713;0,788846;0,033008;0,246268;0,550702;0,788846;0,341713;0,139830;0,628173;0,296291;0,075536;-70,279043;0,541833;0,339849;0,232957;1,000543;1,215270;0;128515,780011;236,999715;137812,392774;0,286529;128635,331269;5,687717;129109,811358;1,441291;128139,319711;2,256306
J108-T18-G036-U1-SC2-D3-0010;0,417475;0,907456;0,062717;0,272913;0,648478;0,907456;0,417475;0,153056;0,599875;0,302473;0,097652;-78,102194;0,356788;0,414686;0,242728;0,562148;1,478461;0;132191,639117;284,538978;145354,450456;0,264532;132334,756776;5,923677;132999,692801;1,526119;131876,545538;2,510220
J108-T18-G036-U1-SC2-D4-0001;0,732188;0,737343;0,722600;0,003408;0,731436;0,733160;0,727868;0,001495;0,332967;0,333910;0,333123;0,148246;0,392721;0,391308;0,275379;0,418376;1,541889;3;300996,404369;633,453823;299906,999616;0,452743;299925,707520;6,469059;299772,718371;2,148725;299637,543695;3,560717
J108-T18-G036-U1-SC2-D4-0002;0,641306;0,646406;0,635929;0,002668;0,641226;0,642097;0,639669;0,000605;0,333484;0,333124;0,333392;-0,033500;0,521329;0,446681;0,278861;1,412846;1,772294;3;264382,610548;690,300573;262907,238491;0,620030;262768,876425;7,083122;262735,308404;2,383714;262496,484595;2,929640
J108-T18-G036-U1-SC2-D4-0003;0,805061;0,812930;0,797824;0,004136;0,804690;0,809274;0,803563;0,001265;0,332769;0,333678;0,333553;0,243149;0,434936;0,428692;0,277967;0,615197;1,575749;2;320977,978456;579,412596;319425,477485;0,444610;318948,445684;5,853486;319277,837583;1,903628;319028,107948;3,633934
J108-T18-G036-U1-SC2-D4-0004;0,767536;0,776111;0,760559;0,003963;0,766941;0,768690;0,765369;0,000933;0,333160;0,332410;0,334429;0,278353;0,402692;0,377020;0,261475;0,696890;1,538530;3;304322,306471;596,286048;303678,952607;0,451149;303155,602042;5,898563;303049,901826;1,958378;303234,878086;3,395206
J108-T18-G036-U1-SC2-D4-0005;0,752633;0,756612;0,747289;0,002771;0,753309;0,754355;0,752417;0,000616;0,333962;0,333170;0,332868;-0,214230;0,445394;0,364839;0,281759;0,647941;1,463314;3;340760,875793;619,126127;339780,021970;0,456067;339641,843342;5,993263;339577,040216;2,014227;339390,360794;3,169111
J108-T18-G036-U1-SC2-D4-0006;0,676316;0,685338;0,667617;0,005481;0,676221;0,677844;0,673627;0,001129;0,333124;0,333496;0,333380;-0,097475;0,519729;0,449904;0,231372;0,885828;1,534316;3;273005,770927;658,207026;271637,136674;0,489790;271721,096716;6,415264;271491,357279;2,191930;271757,285466;2,737671
J108-T18-G036-U1-SC2-D4-0007;0,821799;0,834153;0,812600;0,004848;0,820816;0,822068;0,817334;0,001043;0,332703;0,333522;0,333775;0,365016;0,364032;0,279143;0,275559;0,539747;1,314279;2;351785,234257;585,895557;352037,958641;0,455975;350745,533172;6,032004;350906,387931;2,063374;350543,558552;2,145535
J108-T18-G036-U1-SC2-D4-0008;0,755657;0,765004;0,749567;0,003865;0,756806;0,758689;0,755426;0,000882;0,334040;0,333471;0,332490;-0,455323;0,445336;0,442976;0,234490;1,230780;1,573123;3;250577,027205;639,161685;249805,326546;0,477564;249471,464924;6,251323;249411,225928;2,079967;249299,978837;3,289810
J108-T18-G036-U1-SC2-D4-0009;0,763225;0,769919;0,754367;0,004500;0,762293;0,763397;0,758854;0,001028;0,333323;0,332513;0,334164;0,385508;0,429215;0,392939;0,245201;1,068391;1,557435;3;298070,390193;650,066022;297133,214115;0,484244;296849,208518;6,659628;296811,896894;2,316511;296833,519155;4,051815
J108-T18-G036-U1-SC2-D4-0010;0,799073;0,806595;0,791441;0,003741;0,799821;0,800946;0,798791;0,000557;0,333751;0,333913;0,332336;-0,343912;0,425661;0,281821;0,250595;0,848621;1,371496;2;402518,053893;568,738410;400901,009466;0,469120;400810,015966;5,783863;401001,912742;1,856605;400575,043933;3,422758
J108-T18-G036-U1-SC2-D5-0001;0,735207;1,153602;0,253222;0,272282;0,622820;0,747764;0,253222;0,133924;0,312232;0,280824;0,406944;29,014395;0,471184;0,381537;0,199624;1,009241;1,355999;2;286638,267016;490,908783;290254,204819;0,536211;285557,387642;6,394645;285605,655548;2,243503;281739,232138;4,325121
J108-T18-G036-U1-SC2-D5-0002;0,749711;1,176815;0,256978;0,277819;0,634761;0,762587;0,256978;0,136908;0,311978;0,280986;0,407036;29,665665;0,455055;0,464692;0,208558;1,355160;1,446976;3;257137,742859;450,912510;259446,201217;0,599962;251979,378326;6,547244;251248,554203;2,314357;248478,027171;3,904013
J108-T18-G036-U1-SC2-D5-0003;0,827853;1,299393;0,286673;0,305833;0,701575;0,842023;0,286673;0,150314;0,312148;0,280921;0,406931;32,641392;0,433527;0,403090;0,209091;0,651710;1,443892;2;349202,500949;330,708220;357097,494678;0,673968;337618,749718;6,209940;337650,316920;2,379297;327512,728806;4,925703
J108-T18-G036-U1-SC2-D5-0004;0,690364;1,081682;0,235955;0,255566;0,584579;0,702151;0,235955;0,126041;0,312083;0,280861;0,407055;27,313255;0,445625;0,406714;0,164603;0,735659;1,340690;0;283771,275983;551,881476;286342,535175;0,507961;285737,457212;6,124003;286075,206811;2,153470;282303,660953;3,796919
J108-T18-G036-U1-SC2-D5-0005;0,693948;1,089619;0,237465;0,257251;0,587710;0,705902;0,237465;0,126595;0,312156;0,280655;0,407189;27,435445;0,529441;0,400677;0,203759;5,829530;1,306670;0;267240,604574;500,757533;267855,536844;0,502490;267552,951735;6,141044;267475,389387;2,094669;264357,103875;2,673132
J108-T18-G036-U1-SC2-D5-0006;0,794424;1,247508;0,271962;0,294401;0,672810;0,808172;0,271962;0,144996;0,312099;0,280823;0,407078;31,382465;0,391228;0,303817;0,183642;0,594714;1,222365;2;368351,678688;350,807819;379222,466693;0,627782;356102,423280;6,254295;357736,162010;2,449143;351367,984096;4,810614
J108-T18-G036-U1-SC2-D5-0007;0,688575;1,079814;0,234779;0,255243;0,582879;0,700288;0,234779;0,125846;0,311972;0,280846;0,407182;27,298567;0,406310;0,479259;0,201199;0,676170;1,529758;0;278565,527028;551,139419;279636,398473;0,478328;279569,323801;6,457344;280339,857037;2,176143;276188,101307;5,434740
J108-T18-G036-U1-SC2-D5-0008;0,689815;1,080579;0,234859;0,255303;0,584111;0,701777;0,234859;0,126156;0,312038;0,281062;0,406900;27,242179;0,396253;0,405561;0,212732;0,579893;1,307102;0;288227,009323;515,427472;289758,793040;0,656333;289951,146187;5,987781;289846,635607;2,090110;285901,970112;4,073215
J108-T18-G036-U1-SC2-D5-0009;0,762323;1,195405;0,260626;0,282365;0,645445;0,775421;0,260626;0,139287;0,311990;0,281003;0,407007;30,157646;0,356500;0,361350;0,228239;0,634080;1,256910;2;309482,300491;413,720716;314847,057704;0,664865;303369,068501;6,414674;303589,147777;2,266139;299815,438123;5,271051
J108-T18-G036-U1-SC2-D5-0010;0,703423;1,103238;0,240676;0,260129;0,595821;0,715624;0,240676;0,128338;0,312117;0,281017;0,406866;27,742825;0,419815;0,429559;0,196680;0,994659;1,425552;0;306487,077812;523,979199;308725,876897;0,557712;307717,205051;6,404659;307722,412293;2,186631;303912,243180;4,547857
J108-T18-G036-U1-SC2-D6-0001;0,726032;0,827022;0,602596;0,072580;0,687801;0,726262;0,606660;0,032244;0,319516;0,318975;0,361510;12,247951;0,395759;0,525524;0,287290;0,633364;1,611944;0;232618,686070;565,350188;262623,620042;0,260117;232942,918283;6,871899;233081,754660;2,194146;232779,445114;3,024685
J108-T18-G036-U1-SC2-D6-0002;0,621643;0,758531;0,478161;0,083959;0,578339;0,621770;0,496000;0,035937;0,314568;0,314300;0,371132;13,818439;0,473590;0,356911;0,218427;0,566831;1,368065;0;251184,779708;572,665238;276865,449725;0,324807;251343,727705;7,175050;251780,216315;2,179546;250860,249482;2,897133
J108-T18-G036-U1-SC2-D6-0003;0,726001;0,890936;0,504897;0,118311;0,642416;0,726001;0,504897;0,061488;0,291141;0,321052;0,387806;27,295741;0,404829;0,374041;0,204552;2,053540;1,275938;0;281773,387978;625,850963;313632,281870;0,310190;282288,526197;6,824130;282490,572692;2,272047;281692,728103;1,942698
J108-T18-G036-U1-SC2-D6-0004;0,635294;0,741665;0,503588;0,076548;0,592083;0,635294;0,517786;0,031924;0,311341;0,319781;0,368878;14,535449;0,452738;0,398899;0,224972;0,625455;1,384491;0;226356,916653;571,115327;251347,582363;0,263019;226536,867078;6,577248;226693,416628;2,341602;225833,609279;2,975313
J108-T18-G036-U1-SC2-D6-0005;0,687017;0,826870;0,527833;0,094831;0,623796;0,687017;0,527833;0,044011;0,300449;0,318295;0,381256;21,402632;0,476841;0,361897;0,212838;0,543977;1,403373;0;257299,296123;630,045875;284263,974755;0,275989;258021,295789;6,976682;258103,347155;2,333996;256883,689289;2,883059
J108-T18-G036-U1-SC2-D6-0006;0,685295;0,794676;0,562073;0,076850;0,635526;0,685295;0,562073;0,034096;0,307518;0,320766;0,371716;17,066784;0,430370;0,323902;0,250113;1,533337;1,268469;0;276726,844185;611,437626;302347,077274;0,432813;277372,329745;6,759067;277303,536952;2,220848;276217,775487;2,750019
J108-T18-G036-U1-SC2-D6-0007;0,672093;0,783832;0,533497;0,080552;0,633510;0,672093;0,570454;0,029886;0,317939;0,316206;0,365856;13,087573;0,326210;0,440610;0,279283;0,667306;1,464664;0;216423,935686;597,653330;237879,757723;0,297481;216531,012005;8,213413;216799,554876;2,805368;216058,535128;2,797157
J108-T18-G036-U1-SC2-D6-0008;0,731385;0,870412;0,571094;0,092946;0,687575;0,732213;0,609871;0,035011;0,318740;0,313287;0,367973;14,674954;0,406969;0,339074;0,242869;1,044432;1,416711;0;271111,671785;585,722251;295620,029796;0,279290;271905,805882;7,069150;271978,462737;2,513834;270965,943700;3,042772
J108-T18-G036-U1-SC2-D6-0009;0,738278;0,865695;0,576453;0,086221;0,687541;0,738678;0,576453;0,043370;0,313880;0,318979;0,367142;15,752167;0,419348;0,303962;0,186338;0,551998;1,266984;2;313711,993962;627,720689;341494,581423;0,312497;313659,486626;6,614382;313811,191984;2,138424;312921,726608;3,344784
J108-T18-G036-U1-SC2-D6-0010;0,666852;0,792274;0,497854;0,091482;0,605645;0,666852;0,497854;0,046018;0,302406;0,318564;0,379030;20,007320;0,419562;0,407754;0,212904;0,570865;1,386835;0;263920,525178;601,196973;292360,091628;0,285033;265009,443424;6,752956;264530,462630;2,405007;263651,245932;3,284107
J108-T18-G036-U1-SC3-D1-0001;0,799265;1,068153;0,541040;0,237795;0,646351;0,799265;0,562319;0,085509;0,236806;0,332428;0,430766;58,722004;0,506429;0,355229;0,484691;1,547036;0,126313;0;52271,478937;10,192473;53384,248062;0,499102;57241,783242;0,934274;56889,608320;0,668979;51783,258276;1,614147
J108-T18-G036-U1-SC3-D1-0002;0,742690;0,984504;0,495483;0,217781;0,599230;0,742690;0,521286;0,079889;0,238945;0,330199;0,430856;54,529541;0,504903;0,392218;0,460742;2,185186;0,144063;0;41804,038739;18,848677;41884,761410;0,274623;77054,850491;0,601082;77054,850491;0,182665;41804,038739;0,565126
J108-T18-G036-U1-SC3-D1-0003;0,785854;1,057881;0,515630;0,238552;0,627839;0,785854;0,546995;0,088140;0,232134;0,331278;0,436587;60,219019;0,406070;0,373212;0,523434;0,599131;0,138861;1;45741,781880;14,866854;45733,498516;0,339701;46385,759867;0,689404;48740,313082;0,471834;44951,101822;1,904356
J108-T18-G036-U1-SC3-D1-0004;0,752755;0,988100;0,516048;0,218019;0,607613;0,752755;0,527309;0,083536;0,237108;0,334332;0,428560;54,307761;0,413505;0,427545;0,618793;0,574734;0,146309;3;34856,011930;26,764533;34934,422866;0,270109;34856,011930;0,539908;34856,011930;0,136691;34856,011930;0,590715
J108-T18-G036-U1-SC3-D1-0005;0,729571;0,986440;0,510671;0,206692;0,592909;0,729571;0,521985;0,078408;0,239381;0,335715;0,424904;51,456409;0,465776;0,397742;0,569419;0,943872;0,131418;3;36139,983546;24,791055;36240,750624;0,319557;36139,983546;0,434705;36139,983546;0,111176;36139,983546;0,520634
J108-T18-G036-U1-SC3-D1-0006;0,670774;0,903340;0,450650;0,202965;0,536725;0,670774;0,460309;0,077006;0,233646;0,333397;0,432957;50,236645;0,470089;0,406233;0,643645;0,655885;0,146754;0;35126,851909;42,981327;35203,174306;0,279605;35129,551997;0,582009;35137,991443;0,153460;35121,109730;1,285730
J108-T18-G036-U1-SC3-D1-0007;0,689001;0,910531;0,478471;0,195251;0,559564;0,689001;0,488770;0,074072;0,238901;0,332706;0,428393;48,619767;0,449540;0,362553;0,558811;1,125708;0,143346;3;42612,278100;17,221367;42651,959880;0,258116;42612,278100;0,400700;42612,278100;0,092631;42612,278100;0,476196
J108-T18-G036-U1-SC3-D1-0008;0,777636;1,026080;0,531901;0,224945;0,625922;0,777636;0,536176;0,088121;0,235645;0,336664;0,427691;56,345334;0,368864;0,304406;0,562742;0,652936;0,120810;0;44175,791817;10,017786;44626,103281;0,349658;44484,669089;0,458544;44580,813485;0,175065;43829,272651;1,169178
J108-T18-G036-U1-SC3-D1-0009;0,836928;1,115736;0,558556;0,251250;0,671555;0,836928;0,586600;0,091582;0,235371;0,326440;0,438189;63,470212;0,395815;0,365355;0,563745;0,473925;0,130859;0;84834,937054;8,144449;89168,174707;0,631642;88364,727879;1,012890;102674,634108;1,443964;83250,127182;2,091236
J108-T18-G036-U1-SC3-D1-0010;0,754498;0,981217;0,510452;0,215323;0,616392;0,754498;0,539718;0,077860;0,239717;0,333840;0,426443;52,818760;0,491971;0,398549;0,501915;1,401686;0,138049;3;40225,852070;14,108605;40250,173816;0,257667;40225,852070;0,367361;40225,852070;0,081908;40225,852070;0,451574
J108-T18-G036-U1-SC3-D2-0001;0,860400;1,390114;0,326699;0,323645;0,594875;0,860400;0,326699;0,162564;0,188283;0,333580;0,478137;93,571799;0,460533;0,364322;0,534571;0,584304;0,145281;2;184609,722484;18,505003;193642,748222;0,768223;177970,267823;1,372205;243741,990330;2,813053;175010,505886;2,004524
J108-T18-G036-U1-SC3-D2-0002;0,807748;1,304582;0,308391;0,304137;0,558354;0,807748;0,308391;0,152533;0,188057;0,333542;0,478401;87,931727;0,400496;0,339667;0,539920;1,837295;0,132095;2;112846,415601;6,868010;120477,507875;0,725627;109828,771660;1,008800;145234,260789;1,988615;106213,268765;1,290203
J108-T18-G036-U1-SC3-D2-0003;0,694140;1,119617;0,264599;0,261551;0,479666;0,694140;0,264599;0,131179;0,187992;0,333580;0,478429;75,618487;0,447403;0,371282;0,477550;0,941177;0,137762;2;46273,883421;9,300176;46517,141389;0,375286;46089,052926;0,539368;47305,551465;0,268729;45649,807777;0,672882
J108-T18-G036-U1-SC3-D2-0004;0,781741;1,258810;0,303661;0,291396;0,543025;0,781741;0,303661;0,145722;0,189934;0,332944;0,477122;84,248147;0,337789;0,400624;0,553541;0,663887;0,132554;2;87775,057539;13,010386;91665,678906;0,617935;84908,587824;0,996021;106132,676558;1,429845;83188,646632;1,235889
J108-T18-G036-U1-SC3-D2-0005;0,921729;1,494905;0,347191;0,349316;0,635379;0,921729;0,347191;0,175025;0,187291;0,333436;0,479272;100,993730;0,324131;0,359572;0,534910;0,658015;0,140124;2;301897,786253;11,997040;324308,556900;1,058034;286052,487579;2,258993;398735,310818;6,212348;278123,657934;1,190504
J108-T18-G036-U1-SC3-D2-0006;0,812141;1,314050;0,302847;0,307660;0,559486;0,812141;0,302847;0,154988;0,187149;0,333762;0,479089;88,949287;0,395148;0,373894;0,533543;0,679587;0,147616;2;110610,345546;19,850107;114246,649073;0,757754;105981,946717;1,111019;140335,949922;1,787396;102831,800574;2,078541
J108-T18-G036-U1-SC3-D2-0007;0,794801;1,290528;0,299143;0,303918;0,546133;0,794801;0,299143;0,151425;0,185911;0,333017;0,481072;87,867803;0,488321;0,443019;0,538034;2,162999;0,148464;2;102204,176658;8,198136;107256,215110;0,660391;98301,040354;1,008331;127718,254865;1,546693;95795,718014;0,566109
J108-T18-G036-U1-SC3-D2-0008;0,736251;1,186982;0,280777;0,276559;0,509399;0,736251;0,280777;0,138834;0,188474;0,333555;0,477970;79,958165;0,485405;0,399243;0,599651;0,494239;0,146547;2;64271,714200;21,440025;66451,989572;0,491431;63070,805575;0,857207;68850,933614;0,751788;61571,328161;2,179615
J108-T18-G036-U1-SC3-D2-0009;0,713597;1,150378;0,279711;0,265656;0,496370;0,713597;0,279711;0,132120;0,190227;0,332275;0,477498;76,804277;0,452017;0,342439;0,554844;0,824194;0,142881;2;61464,045790;4,574695;63263,379281;0,422628;60477,434863;0,509486;62989,735136;0,395064;59937,102653;0,586477
J108-T18-G036-U1-SC3-D2-0010;0,822294;1,331047;0,319223;0,308042;0,570380;0,822294;0,319223;0,153248;0,189362;0,332548;0,478090;89,059461;0,385002;0,443271;0,535854;0,943285;0,157811;2;128518,108381;17,634856;139178,570693;0,725868;122383,263418;1,363440;168736,793914;2,290718;118097,399466;2,079716
J108-T18-G036-U1-SC3-D3-0001;0,439837;0,976346;0,058901;0,296997;0,691506;0,976346;0,439837;0,167386;0,608905;0,300806;0,090289;-84,911587;0,392206;0,409886;0,729427;1,309959;0,242430;0;22156,699289;52,509510;22440,108863;0,235125;22233,927764;1,845108;22289,401518;0,285785;22162,665038;0,679110
J108-T18-G036-U1-SC3-D3-0002;0,343143;0,775125;0,039146;0,238494;0,545360;0,775125;0,343143;0,134639;0,615918;0,301806;0,082276;-68,187901;0,495311;0,351308;0,656341;3,196966;0,194976;0;20882,184360;44,761509;21114,499629;0,265646;20940,699613;1,838214;20971,348073;0,247906;20881,584257;0,466722
J108-T18-G036-U1-SC3-D3-0003;0,380880;0,843240;0,050588;0,257096;0,598680;0,843240;0,380880;0,144802;0,609279;0,299747;0,090974;-73,500622;0,485493;0,468389;0,756440;1,102141;0,251645;0;24823,683217;57,881538;25078,865500;0,241339;24851,877360;1,924592;24862,994615;0,279672;24901,230735;0,495331
J108-T18-G036-U1-SC3-D3-0004;0,423207;0,959819;0,056395;0,292122;0,671926;0,959819;0,423207;0,167701;0,616299;0,295528;0,088173;-83,289571;0,394553;0,388670;0,689096;1,580317;0,230842;0;24129,574406;50,347844;24538,639098;0,237302;24178,242163;1,877812;24205,825110;0,251730;24158,455487;0,919043
J108-T18-G036-U1-SC3-D3-0005;0,410525;0,940930;0,048522;0,288311;0,656007;0,940930;0,410525;0,165820;0,621907;0,292093;0,086000;-82,120975;0,374649;0,341885;0,728637;0,751078;0,249428;0;24155,491755;57,408666;24609,095525;0,232451;24188,038008;1,953195;24190,354858;0,338749;24167,245904;0,639200
J108-T18-G036-U1-SC3-D3-0006;0,421418;0,995399;0,048047;0,307371;0,683930;0,995399;0,421418;0,179410;0,634831;0,285951;0,079218;-87,243724;0,360434;0,366300;0,656411;0,495700;0,210966;0;22749,816565;38,848152;23053,709275;0,232473;22807,760126;1,677700;22840,614660;0,217912;22755,799161;0,875532
J108-T18-G036-U1-SC3-D3-0007;0,367767;0,808846;0,052299;0,243595;0,574582;0,808846;0,367767;0,138011;0,603944;0,300078;0,095978;-69,656195;0,562532;0,415367;0,878569;0,895371;0,196756;0;20897,570209;46,563962;21075,886481;0,349426;20934,325336;1,685348;20945,058126;0,204678;20912,704633;0,462437
J108-T18-G036-U1-SC3-D3-0008;0,374095;0,847005;0,048247;0,258940;0,594259;0,847005;0,374095;0,148288;0,618421;0,292491;0,089088;-73,768029;0,512560;0,423797;0,678000;2,666276;0,248862;0;20882,418544;61,485943;21314,248295;0,259529;20973,766245;1,953656;20996,361604;0,295666;20879,864946;1,007750
J108-T18-G036-U1-SC3-D3-0009;0,378030;0,836363;0,045993;0,254039;0,593216;0,836363;0,378030;0,142744;0,606898;0,302519;0,090583;-72,709609;0,427562;0,418285;0,735812;0,638797;0,219813;0;22197,911848;51,930975;22483,129233;0,252585;22250,354584;1,726694;22282,892312;0,273062;22256,302872;0,437456
J108-T18-G036-U1-SC3-D3-0010;0,425142;0,942887;0,054351;0,286193;0,667957;0,942887;0,425142;0,161886;0,608255;0,299553;0,092191;-81,820014;0,367379;0,394266;0,735342;0,542624;0,224108;0;21046,418035;48,183839;21312,818976;0,367163;21072,465253;1,683011;21092,433680;0,216763;21056,739447;0,686005
J108-T18-G036-U1-SC3-D4-0001;0,744311;0,752862;0,738627;0,003666;0,744440;0,746118;0,742558;0,000746;0,333635;0,333396;0,332969;-0,040870;0,377579;0,356141;0,624537;0,855805;0,148926;3;39146,177689;3,313173;39146,177689;0,273160;39146,177689;0,285811;39146,177689;0,058137;39146,177689;0,880966
J108-T18-G036-U1-SC3-D4-0002;0,729941;0,737356;0,724010;0,003123;0,730699;0,733087;0,729811;0,000963;0,333465;0,333801;0,332734;-0,200707;0,470837;0,396213;0,590358;0,705042;0,162574;3;37985,042549;15,638708;37984,727251;0,268112;37984,727251;0,378554;37984,727251;0,085033;37984,727251;0,845606
J108-T18-G036-U1-SC3-D4-0003;0,731575;0,739031;0,725323;0,003742;0,730848;0,731926;0,725323;0,001528;0,333112;0,333467;0,333421;0,087283;0,475576;0,424173;0,615497;1,469542;0,162272;3;35918,633354;14,633738;35912,522773;0,248969;35912,522773;0,374673;35912,522773;0,087538;35912,522773;1,000841
J108-T18-G036-U1-SC3-D4-0004;0,776409;0,783583;0,772457;0,003317;0,777865;0,783449;0,776409;0,001738;0,334095;0,333164;0,332741;-0,377732;0,414761;0,376278;0,617615;0,857675;0,166491;3;42862,352373;3,359363;42862,352373;0,224570;42862,352373;0,273687;42862,352373;0,053699;42862,352373;0,569946
J108-T18-G036-U1-SC3-D4-0005;0,801595;0,810104;0,796228;0,004090;0,802634;0,805744;0,800732;0,001071;0,333407;0,334195;0,332398;-0,449083;0,397799;0,423880;0,582184;0,755145;0,177712;3;34518,274893;14,968147;34518,274893;0,235446;34518,274893;0,359885;34518,274893;0,083643;34557,337889;0,655834
J108-T18-G036-U1-SC3-D4-0006;0,796671;0,801884;0,788463;0,003981;0,796048;0,796931;0,794623;0,000639;0,332938;0,333593;0,333469;0,204402;0,437896;0,356286;0,592400;1,611243;0,148811;3;37499,566826;7,639265;37499,566826;0,227699;37499,566826;0,307512;37499,566826;0,068003;37499,566826;0,641993
J108-T18-G036-U1-SC3-D4-0007;0,731089;0,737483;0,723050;0,004188;0,729886;0,731257;0,726930;0,001246;0,332941;0,333483;0,333576;0,330148;0,386804;0,468072;0,584642;0,790613;0,252865;0;39775,095261;37,322583;39802,431034;0,275227;39802,431034;0,566262;39804,388591;0,147756;39764,362909;1,622425
J108-T18-G036-U1-SC3-D4-0008;0,695995;0,702479;0,691326;0,002802;0,696769;0,698345;0,694646;0,000883;0,333885;0,333300;0,332815;-0,322251;0,414904;0,456217;0,528493;0,545386;0,195595;0;38293,745255;12,188418;38301,144315;0,236290;38299,878163;0,352092;38299,878163;0,075371;38307,277223;0,538504
J108-T18-G036-U1-SC3-D4-0009;0,694491;0,700709;0,689980;0,003170;0,694860;0,698926;0,693836;0,001062;0,333376;0,332999;0,333625;-0,055023;0,422131;0,397637;0,638046;1,177478;0,198780;0;38551,761889;48,076709;38565,439218;0,280995;38575,622482;0,629369;38570,752484;0,180001;38635,215443;0,850245
J108-T18-G036-U1-SC3-D4-0010;0,801669;0,808712;0,792986;0,004133;0,801742;0,803316;0,800729;0,000578;0,333280;0,334055;0,332665;-0,075671;0,415869;0,307430;0,622930;2,090863;0,162393;3;45631,850573;6,113146;45631,850573;0,231670;45631,850573;0,299695;45631,850573;0,063615;45631,850573;0,726400
J108-T18-G036-U1-SC3-D5-0001;0,686937;1,076211;0,233741;0,254536;0,581413;0,698534;0,233741;0,125815;0,312128;0,280758;0,407114;27,224082;0,479048;0,441893;0,728585;0,823919;0,172289;0;41663,126472;22,180773;41755,238340;0,330186;41676,942605;0,511504;41733,024060;0,153546;41670,746420;2,080162
J108-T18-G036-U1-SC3-D5-0002;0,758814;1,189562;0,258405;0,281233;0,642275;0,771794;0,258405;0,138901;0,312061;0,280781;0,407158;30,060823;0,365360;0,327785;0,504129;0,808101;0,150868;0;61856,139028;7,403480;65294,665503;0,407389;62229,518608;0,692404;65812,276529;0,477768;61052,933903;1,139997
J108-T18-G036-U1-SC3-D5-0003;0,695587;1,091617;0,237057;0,258069;0,588611;0,707485;0,237057;0,127264;0,311771;0,280948;0,407282;27,633121;0,422345;0,371244;0,591854;0,700083;0,158670;0;41804,408691;9,933322;42094,083746;0,381857;41916,859945;0,454553;42104,526873;0,167500;41581,639377;1,125977
J108-T18-G036-U1-SC3-D5-0004;0,853142;1,339024;0,292731;0,315909;0,722534;0,867855;0,292731;0,155535;0,312061;0,280785;0,407154;33,729979;0,345341;0,370802;0,581106;0,502139;0,153408;0;97961,479866;14,758245;106283,656587;0,940630;98951,713923;1,313468;109464,113621;1,543012;91830,487229;0,835096
J108-T18-G036-U1-SC3-D5-0005;0,764315;1,199557;0,263063;0,282663;0,647528;0,777548;0,263063;0,139121;0,312074;0,280975;0,406951;30,148254;0,446989;0,352578;0,538849;1,140776;0,176947;0;56288,632462;21,249722;57350,535973;0,433250;57237,349238;0,815033;59742,203948;0,533287;55041,273721;2,240576
J108-T18-G036-U1-SC3-D5-0006;0,848273;1,329883;0,292422;0,313283;0,718775;0,862683;0,292422;0,154226;0,312234;0,280730;0,407036;33,468102;0,376461;0,335116;0,602925;0,687378;0,144951;0;79083,775319;11,440589;82399,274115;0,681683;79333,539996;0,954457;87572,918139;0,975658;76319,337927;0,866367
J108-T18-G036-U1-SC3-D5-0007;0,632857;0,992722;0,217574;0,234061;0,536182;0,643756;0,217574;0,115274;0,312115;0,281121;0,406765;24,933262;0,542661;0,416428;0,548050;0,928698;0,173580;3;40905,258762;21,167972;40885,856174;0,269125;40885,856174;0,449669;40885,856174;0,111415;40894,380245;1,114935
